date,buyHoldSpy,smaTiming,timeSeriesMomentum,dualMomentum,meanReversion
2011-01-04,1.0,1.0,1.0,1.0,1.0
2011-01-05,1.004697,1.004697,1.000396,1.003676,0.997712
2011-01-06,1.00273,1.00273,0.995073,0.997637,0.998784
2011-01-07,1.000762,1.000762,0.992683,0.995242,1.000214
2011-01-10,0.999503,0.999503,0.994579,0.998424,1.000689
2011-01-11,1.003045,1.003045,0.99855,1.001007,1.003235
2011-01-12,1.012097,1.012097,1.006738,1.006627,1.012289
2011-01-13,1.010444,1.010444,1.005924,1.004104,1.011638
2011-01-14,1.017764,1.017764,1.008833,1.00546,1.011638
2011-01-18,1.019496,1.019496,1.01094,1.010469,1.011397
2011-01-19,1.009499,1.009499,1.003493,0.998111,1.011878
2011-01-20,1.008161,1.008161,0.994478,0.988428,1.010795
2011-01-21,1.010444,1.010444,0.99452,0.986033,1.011036
2011-01-24,1.01619,1.01619,0.998616,0.98844,1.015775
2011-01-25,1.016741,1.016741,0.998845,0.992133,1.016326
2011-01-26,1.020676,1.020676,1.005188,1.000621,1.015068
2011-01-27,1.023195,1.023195,1.00491,0.998632,1.015792
2011-01-28,1.005327,1.005327,0.993583,0.991097,1.016276
2011-01-31,1.012884,1.012884,0.999851,0.996753,1.016156
2011-02-01,1.029099,1.029099,1.01294,1.007618,1.015043
2011-02-02,1.027131,1.027131,1.012012,1.005489,1.014437
2011-02-03,1.029414,1.029414,1.012884,1.008194,1.01347
2011-02-04,1.032326,1.032326,1.010921,1.008213,1.012624
2011-02-07,1.03878,1.03878,1.015147,1.016417,1.01214
2011-02-08,1.043503,1.043503,1.019442,1.022515,1.010809
2011-02-09,1.041142,1.041142,1.017111,1.020653,1.011535
2011-02-10,1.041536,1.041536,1.014282,1.023938,1.011052
2011-02-11,1.047754,1.047754,1.019941,1.032339,1.011052
2011-02-14,1.050273,1.050273,1.021906,1.034983,1.011052
2011-02-15,1.046967,1.046967,1.020129,1.03125,1.011535
2011-02-16,1.053579,1.053579,1.025636,1.037015,1.011415
2011-02-17,1.056727,1.056727,1.028976,1.039677,1.012624
2011-02-18,1.058931,1.058931,1.030457,1.040649,1.012986
2011-02-22,1.037679,1.037679,1.016277,1.01869,1.014076
2011-02-23,1.031303,1.031303,1.015951,1.007179,1.013833
2011-02-24,1.030594,1.030594,1.015574,1.008547,1.012122
2011-02-25,1.041614,1.041614,1.029766,1.027575,1.022945
2011-02-28,1.048068,1.048068,1.035964,1.037166,1.029283
2011-03-01,1.030594,1.030594,1.027729,1.014387,1.02888
2011-03-02,1.032799,1.032799,1.028789,1.014512,1.02839
2011-03-03,1.050587,1.050587,1.038339,1.033762,1.026306
2011-03-04,1.042716,1.042716,1.036935,1.027184,1.028635
2011-03-07,1.03453,1.03453,1.028065,1.014483,1.027899
2011-03-08,1.043582,1.043582,1.032913,1.02612,1.027532
2011-03-09,1.042087,1.042087,1.033263,1.022074,1.025032
2011-03-10,1.022802,1.022802,1.017101,1.002785,1.006063
2011-03-11,1.029886,1.029886,1.020279,1.009133,1.005177
2011-03-14,1.023667,1.023667,1.016871,1.002765,0.998102
2011-03-15,1.011939,1.011939,1.003586,0.993287,0.986667
2011-03-16,0.993206,0.993206,0.992235,0.9771,0.968401
2011-03-17,1.006351,1.006351,1.003994,0.98331,0.981218
2011-03-18,1.010011,1.010011,1.010574,0.990222,0.984787
2011-03-21,1.025664,1.025664,1.023723,1.007813,1.000049
2011-03-22,1.022106,1.022106,1.022957,1.003278,0.998811
2011-03-23,1.025031,1.025031,1.02579,1.002511,0.99893
2011-03-24,1.034834,1.034834,1.03162,1.012171,0.998215
2011-03-25,1.037996,1.037996,1.032817,1.018579,0.997502
2011-03-28,1.035467,1.035467,1.028896,1.015567,0.997025
2011-03-29,1.042423,1.042423,1.033717,1.023405,0.996668
2011-03-30,1.049618,1.049618,1.042187,1.034379,0.997264
2011-03-31,1.048195,1.048195,1.04655,1.038846,0.996668
2011-04-01,1.052622,1.052622,1.051575,1.041083,0.997466
2011-04-04,1.053491,1.053491,1.054344,1.045927,0.997705
2011-04-05,1.053333,1.053333,1.055746,1.053667,0.996633
2011-04-06,1.056654,1.056654,1.057181,1.056285,0.996633
2011-04-07,1.053966,1.053966,1.054202,1.055182,0.997348
2011-04-08,1.050329,1.050329,1.055352,1.06268,0.99699
2011-04-11,1.047167,1.047167,1.049134,1.050454,0.996871
2011-04-12,1.03934,1.03934,1.040488,1.036187,0.988424
2011-04-13,1.039261,1.039261,1.044599,1.040058,0.988348
2011-04-14,1.040052,1.040052,1.049344,1.047223,0.9891
2011-04-15,1.043847,1.043847,1.055466,1.055751,0.992709
2011-04-18,1.032146,1.032146,1.045253,1.049926,0.991952
2011-04-19,1.038075,1.038075,1.050652,1.050124,0.992189
2011-04-20,1.052227,1.052227,1.065922,1.064184,0.992071
2011-04-21,1.057603,1.057603,1.071912,1.069981,0.991834
2011-04-25,1.056495,1.056495,1.071977,1.06882,0.991952
2011-04-26,1.065586,1.065586,1.078574,1.071067,0.992897
2011-04-27,1.072544,1.072544,1.084857,1.082229,0.993252
2011-04-28,1.076022,1.076022,1.087607,1.08276,0.993252
2011-04-29,1.078552,1.078552,1.091379,1.093976,0.993724
2011-05-02,1.076891,1.076891,1.087952,1.081364,0.993559
2011-05-03,1.073018,1.073018,1.079707,1.072881,0.993914
2011-05-04,1.065903,1.065903,1.070377,1.05999,0.994386
2011-05-05,1.056258,1.056258,1.05428,1.0259,0.984394
2011-05-06,1.060923,1.060923,1.056958,1.026162,0.988741
2011-05-09,1.065033,1.065033,1.066752,1.04537,0.992572
2011-05-10,1.074125,1.074125,1.075635,1.055277,1.001044
2011-05-11,1.06282,1.06282,1.060749,1.037052,1.000996
2011-05-12,1.06788,1.06788,1.06339,1.038094,1.00052
2011-05-13,1.059657,1.059657,1.054247,1.032749,1.000996
2011-05-16,1.052938,1.052938,1.048465,1.028141,1.001471
2011-05-17,1.05278,1.05278,1.049963,1.02738,1.00159
2011-05-18,1.062187,1.062187,1.059007,1.039662,1.009538
2011-05-19,1.064717,1.064717,1.059365,1.038534,1.011943
2011-05-20,1.056258,1.056258,1.055273,1.041897,1.011291
2011-05-23,1.044005,1.044005,1.042685,1.033589,1.011411
2011-05-24,1.043135,1.043135,1.046086,1.041045,1.011411
2011-05-25,1.046614,1.046614,1.051476,1.048917,1.013772
2011-05-26,1.051436,1.051436,1.059582,1.054039,1.018443
2011-05-27,1.055468,1.055468,1.06601,1.061548,1.017787
2011-05-31,1.066456,1.066456,1.078009,1.069027,1.017787
2011-06-01,1.042503,1.042503,1.060764,1.05496,1.018463
2011-06-02,1.041395,1.041395,1.060166,1.054999,1.01786
2011-06-03,1.03104,1.03104,1.057153,1.052655,1.018222
2011-06-06,1.02013,1.02013,1.045838,1.037679,1.006429
2011-06-07,1.019497,1.019497,1.050613,1.045389,1.005805
2011-06-08,1.015228,1.015228,1.046724,1.043405,1.001594
2011-06-09,1.022976,1.022976,1.050067,1.043449,1.009237
2011-06-10,1.008746,1.008746,1.035275,1.025485,0.995198
2011-06-13,1.009537,1.009537,1.03302,1.023675,0.995979
2011-06-14,1.022344,1.022344,1.043656,1.038472,1.008613
2011-06-15,1.004161,1.004161,1.028521,1.017475,0.990675
2011-06-16,1.006375,1.006375,1.028175,1.019555,0.989802
2011-06-17,1.009377,1.009377,1.030246,1.021378,0.990037
2011-06-20,1.014542,1.014542,1.033144,1.026783,0.990037
2011-06-21,1.028445,1.028445,1.045292,1.037113,0.990154
2011-06-22,1.022248,1.022248,1.040999,1.034971,0.989919
2011-06-23,1.019308,1.019308,1.035104,1.022006,0.990505
2011-06-24,1.007471,1.007471,1.026441,1.01627,0.991091
2011-06-27,1.016448,1.016448,1.030903,1.020224,0.998932
2011-06-28,1.029716,1.029716,1.041276,1.034352,1.011971
2011-06-29,1.038534,1.038534,1.049662,1.045835,1.020637
2011-06-30,1.048465,1.048465,1.054093,1.045618,1.019496
2011-07-01,1.063958,1.063958,1.0632,1.057503,1.019145
2011-07-05,1.063084,1.063084,1.068401,1.064505,1.020355
2011-07-06,1.064355,1.064355,1.06992,1.066979,1.020719
2011-07-07,1.075398,1.075398,1.082875,1.08471,1.01975
2011-07-08,1.067772,1.067772,1.078207,1.081176,1.021202
2011-07-11,1.048465,1.048465,1.060443,1.064215,1.021928
2011-07-12,1.043937,1.043937,1.05853,1.062622,1.021808
2011-07-13,1.047433,1.047433,1.066524,1.072105,1.024207
2011-07-14,1.040203,1.040203,1.057712,1.060275,1.017138
2011-07-15,1.046241,1.046241,1.065611,1.070499,1.023042
2011-07-18,1.037661,1.037661,1.057655,1.060868,1.014652
2011-07-19,1.054504,1.054504,1.071129,1.079351,1.031122
2011-07-20,1.053868,1.053868,1.074832,1.078396,1.0305
2011-07-21,1.068487,1.068487,1.083212,1.082314,1.044794
2011-07-22,1.069202,1.069202,1.087836,1.089474,1.043873
2011-07-25,1.063243,1.063243,1.083188,1.082694,1.043379
2011-07-26,1.059271,1.059271,1.085002,1.083697,1.043998
2011-07-27,1.037581,1.037581,1.063768,1.061128,1.043379
2011-07-28,1.034562,1.034562,1.062997,1.060007,1.0393
2011-07-29,1.027491,1.027491,1.062149,1.055518,1.032196
2011-08-01,1.023122,1.023122,1.055835,1.051586,1.027807
2011-08-02,0.996984,0.996984,1.041988,1.050815,1.001549
2011-08-03,1.002386,1.002386,1.042298,1.048906,1.006976
2011-08-04,0.955433,0.955433,1.00327,1.017573,0.959808
2011-08-05,0.954003,0.954003,0.996926,1.019207,0.958371
2011-08-08,0.891875,0.891875,0.949341,0.997424,0.895959
2011-08-09,0.933347,0.933347,0.991547,1.019658,0.93762
2011-08-10,0.892113,0.892113,0.96947,1.01924,0.896198
2011-08-11,0.932155,0.932155,0.995654,1.034115,0.936423
2011-08-12,0.938431,0.938431,1.000791,1.035112,0.942728
2011-08-15,0.958293,0.958293,1.01858,1.048121,0.962681
2011-08-16,0.95011,0.95011,1.014889,1.049476,0.961718
2011-08-17,0.950745,0.950745,1.019378,1.051414,0.961946
2011-08-18,0.909751,0.909751,0.988273,1.032233,0.961832
2011-08-19,0.894894,0.894894,0.981443,1.036475,0.945163
2011-08-22,0.895609,0.895609,0.984972,1.04722,0.945918
2011-08-23,0.925084,0.925084,1.003966,1.052118,0.977049
2011-08-24,0.938113,0.938113,1.000404,1.039412,0.99081
2011-08-25,0.923813,0.923813,0.989405,1.036736,0.990404
2011-08-26,0.93724,0.93724,1.006907,1.059544,0.990522
2011-08-29,0.964172,0.964172,1.025214,1.06345,0.990287
2011-08-30,0.966714,0.966714,1.033522,1.08118,0.990522
2011-08-31,0.971005,0.971005,1.037257,1.079592,0.990522
2011-09-01,0.960835,0.960835,1.030566,1.074122,0.990802
2011-09-02,0.936286,0.959421,1.019442,1.074211,0.990334
2011-09-06,0.929453,0.959534,1.013524,1.070795,0.990451
2011-09-07,0.955671,0.959308,1.030039,1.076132,1.017399
2011-09-08,0.94574,0.959648,1.02386,1.080564,1.006827
2011-09-09,0.920953,0.959988,1.002365,1.061396,1.006178
2011-09-12,0.926911,0.959308,1.002496,1.053817,1.005464
2011-09-13,0.935412,0.959421,1.00768,1.05728,1.01368
2011-09-14,0.948362,0.959421,1.014521,1.055253,1.027713
2011-09-15,0.964728,0.959534,1.022622,1.056937,1.026807
2011-09-16,0.970438,0.959761,1.027236,1.062077,1.02705
2011-09-19,0.960775,0.960215,1.013567,1.042885,1.027535
2011-09-20,0.959657,0.959761,1.012635,1.047042,1.02705
2011-09-21,0.931387,0.958741,0.990392,1.019128,1.025958
2011-09-22,0.901281,0.958854,0.963586,0.989968,0.991769
2011-09-23,0.906711,0.958968,0.961569,0.968482,0.997744
2011-09-26,0.928273,0.958628,0.969829,0.9696,1.021471
2011-09-27,0.938654,0.958288,0.9839,0.98453,1.032895
2011-09-28,0.919488,0.957948,0.961949,0.958347,1.031495
2011-09-29,0.926756,0.958175,0.971602,0.970097,1.03174
2011-09-30,0.903597,0.958628,0.950106,0.95108,1.032227
2011-10-03,0.877882,0.958843,0.933271,0.940339,1.03246
2011-10-04,0.897128,0.958276,0.940209,0.924052,1.031849
2011-10-05,0.913739,0.958276,0.948684,0.92606,1.049923
2011-10-06,0.930269,0.958049,0.959935,0.920505,1.068916
2011-10-07,0.92404,0.957709,0.950134,0.913348,1.067468
2011-10-10,0.954945,0.956915,0.974189,0.918632,1.066583
2011-10-11,0.955904,0.957368,0.971729,0.913803,1.067088
2011-10-12,0.964289,0.957368,0.975707,0.910427,1.067088
2011-10-13,0.962372,0.957595,0.97684,0.912283,1.067341
2011-10-14,0.978823,0.958049,0.988855,0.908747,1.067847
2011-10-17,0.960136,0.958163,0.979283,0.914433,1.067974
2011-10-18,0.978903,0.958163,0.989347,0.9094,1.067974
2011-10-19,0.967324,0.958502,0.97702,0.903708,1.068352
2011-10-20,0.971556,0.958616,0.974312,0.894555,1.068479
2011-10-21,0.990003,0.958276,0.985708,0.894783,1.0681
2011-10-24,1.002142,0.958276,0.999634,0.899741,1.0681
2011-10-25,0.982656,0.958843,0.999914,0.923942,1.068732
2011-10-26,0.992639,0.958276,1.00058,0.920922,1.0681
2011-10-27,1.027217,0.957595,1.019817,0.911227,1.067341
2011-10-28,1.026978,0.958049,1.021521,0.916207,1.067847
2011-10-31,1.002222,0.958956,1.014509,0.928215,1.068858
2011-11-01,0.974271,0.959047,1.003637,0.943862,1.068959
2011-11-02,0.990163,0.959275,1.013878,0.945457,1.085326
2011-11-03,1.008211,0.959387,1.027197,0.952621,1.105109
2011-11-04,1.002062,0.959387,1.02354,0.949754,1.098369
2011-11-07,1.008291,0.95916,1.031823,0.961664,1.097011
2011-11-08,1.021228,0.959047,1.037105,0.958596,1.096881
2011-11-09,0.983535,0.959275,1.011152,0.9513,1.097142
2011-11-10,0.992798,0.959387,1.010386,0.944694,1.097271
2011-11-11,1.011485,0.958934,1.026406,0.953896,1.096752
2011-11-14,1.001902,0.959387,1.019436,0.955642,1.097271
2011-11-15,1.006853,0.959275,1.025695,0.959048,1.097142
2011-11-16,0.990882,0.959047,1.016591,0.953273,1.096881
2011-11-17,0.975149,0.95916,1.000203,0.940203,1.097011
2011-11-18,0.974111,0.958821,1.000019,0.938686,1.096623
2011-11-21,0.955584,0.958934,0.983835,0.92687,1.074669
2011-11-22,0.951831,0.959047,0.985976,0.934762,1.070448
2011-11-23,0.930828,0.95916,0.969871,0.929882,1.046827
2011-11-25,0.929071,0.95916,0.96304,0.920308,1.044852
2011-11-28,0.955984,0.959275,0.985789,0.936894,1.075118
2011-11-29,0.958699,0.959387,0.985725,0.932861,1.078171
2011-11-30,0.998149,0.959387,1.013706,0.945554,1.077093
2011-12-01,0.997989,0.959445,1.010777,0.945227,1.077158
2011-12-02,0.997111,0.959218,1.014149,0.949108,1.076902
2011-12-05,1.007971,0.959331,1.017817,0.947275,1.07703
2011-12-06,1.008291,0.959331,1.017508,0.945002,1.076295
2011-12-07,1.012044,0.959671,1.019666,0.948415,1.0756
2011-12-08,0.989844,0.959786,1.003217,0.940664,1.075728
2011-12-09,1.006614,0.959786,1.01335,0.940039,1.075728
2011-12-12,0.99192,0.959786,1.000884,0.931708,1.075728
2011-12-13,0.982656,0.959786,0.992111,0.924401,1.075728
2011-12-14,0.972195,0.959558,0.980121,0.914601,1.075473
2011-12-15,0.975709,0.959445,0.982157,0.911521,1.078285
2011-12-16,0.977155,0.959899,0.991181,0.922413,1.079883
2011-12-19,0.966708,0.959786,0.985414,0.92257,1.068337
2011-12-20,0.995961,0.959558,1.005414,0.928203,1.067015
2011-12-21,0.997889,0.959218,1.003362,0.919829,1.066637
2011-12-22,1.006729,0.959104,1.008567,0.921545,1.06651
2011-12-23,1.01573,0.959331,1.011614,0.921312,1.066763
2011-12-27,1.016534,0.958978,1.013374,0.921166,1.066371
2011-12-28,1.003194,0.959206,1.002776,0.915603,1.066624
2011-12-29,1.013561,0.95932,1.008031,0.916962,1.066751
2011-12-30,1.008578,0.959888,1.007347,0.920429,1.06044
2012-01-03,1.024651,0.95932,1.021845,0.929637,1.077339
2012-01-04,1.026258,0.959866,1.017847,0.920521,1.079029
2012-01-05,1.02899,0.962421,1.023004,0.923674,1.078078
2012-01-06,1.026338,0.95994,1.02338,0.924303,1.07795
2012-01-09,1.02883,0.962271,1.021223,0.923441,1.078206
2012-01-10,1.03775,0.970614,1.029198,0.929008,1.078333
2012-01-11,1.038313,0.97114,1.035199,0.935385,1.078715
2012-01-12,1.040804,0.97347,1.035625,0.933406,1.078588
2012-01-13,1.03542,0.968434,1.034883,0.935585,1.078845
2012-01-17,1.039438,0.972193,1.041844,0.940803,1.078971
2012-01-18,1.05093,0.982941,1.047273,0.942658,1.078845
2012-01-19,1.056475,0.988128,1.04712,0.941214,1.078845
2012-01-20,1.060413,0.991811,1.047621,0.940781,1.078588
2012-01-23,1.057681,0.989255,1.048249,0.939508,1.078715
2012-01-24,1.056475,0.988128,1.048128,0.942111,1.078715
2012-01-25,1.065316,0.996396,1.060416,0.948024,1.079354
2012-01-26,1.05985,0.991285,1.06397,0.952804,1.072738
2012-01-27,1.059369,0.990834,1.06741,0.953761,1.071918
2012-01-30,1.055752,0.987451,1.066596,0.954054,1.071538
2012-01-31,1.05535,0.987076,1.071929,0.95916,1.070059
2012-02-01,1.064592,0.995719,1.075522,0.961458,1.07943
2012-02-02,1.06628,0.997298,1.079109,0.96454,1.081141
2012-02-03,1.081227,1.011279,1.083075,0.9557,1.08006
2012-02-06,1.080504,1.010602,1.082952,0.95699,1.079806
2012-02-07,1.083236,1.013158,1.083703,0.957034,1.079549
2012-02-08,1.086451,1.016164,1.08477,0.955582,1.079549
2012-02-09,1.087818,1.017443,1.082219,0.94997,1.079038
2012-02-10,1.079781,1.009926,1.076878,0.949491,1.079293
2012-02-13,1.087818,1.017443,1.08465,0.953812,1.078654
2012-02-14,1.086451,1.016164,1.082759,0.951507,1.07891
2012-02-15,1.081388,1.011429,1.078835,0.950928,1.079038
2012-02-16,1.093363,1.022629,1.087014,0.951528,1.078654
2012-02-17,1.096256,1.025335,1.0863,0.950474,1.08043
2012-02-21,1.096738,1.025786,1.084819,0.948987,1.079095
2012-02-22,1.093202,1.022478,1.084755,0.953837,1.079606
2012-02-23,1.098024,1.026988,1.091797,0.957955,1.079478
2012-02-24,1.100434,1.029243,1.093063,0.95899,1.079223
2012-02-27,1.102283,1.030972,1.094073,0.960318,1.079478
2012-02-28,1.105498,1.033979,1.096205,0.960731,1.079734
2012-02-29,1.101158,1.02992,1.08039,0.94049,1.079734
2012-03-01,1.106864,1.035257,1.085622,0.943868,1.079542
2012-03-02,1.103489,1.0321,1.083362,0.945755,1.079798
2012-03-05,1.098988,1.02789,1.080607,0.938689,1.079798
2012-03-06,1.082915,1.012857,1.069211,0.933843,1.079798
2012-03-07,1.090469,1.019923,1.074393,0.936116,1.08625
2012-03-08,1.101319,1.03007,1.079504,0.939501,1.097057
2012-03-09,1.105578,1.034054,1.085825,0.943513,1.1013
2012-03-12,1.105659,1.034129,1.085437,0.941128,1.100329
2012-03-13,1.125589,1.05277,1.093101,0.936179,1.099678
2012-03-14,1.124384,1.051643,1.083901,0.924151,1.098112
2012-03-15,1.130893,1.057731,1.088704,0.928418,1.098765
2012-03-16,1.132459,1.059196,1.09032,0.929234,1.099417
2012-03-19,1.136899,1.063348,1.093273,0.928283,1.098633
2012-03-20,1.133589,1.060253,1.09026,0.927278,1.098373
2012-03-21,1.131732,1.058516,1.091834,0.930974,1.099025
2012-03-22,1.12358,1.050891,1.085751,0.930086,1.099155
2012-03-23,1.127212,1.054288,1.09306,0.936639,1.101609
2012-03-26,1.143033,1.069086,1.107029,0.946044,1.117071
2012-03-27,1.139481,1.065764,1.105491,0.94655,1.113599
2012-03-28,1.133831,1.060479,1.100267,0.941512,1.112222
2012-03-29,1.131894,1.058667,1.099926,0.942219,1.112618
2012-03-30,1.136576,1.063046,1.099101,0.93794,1.116107
2012-04-02,1.144889,1.070822,1.107832,0.944493,1.124271
2012-04-03,1.140208,1.066443,1.097825,0.937403,1.122347
2012-04-04,1.128908,1.055874,1.089588,0.934014,1.122614
2012-04-05,1.128342,1.055345,1.09311,0.937023,1.123014
2012-04-09,1.11567,1.043493,1.093255,0.938647,1.109278
2012-04-10,1.096944,1.025978,1.086216,0.93043,1.090659
2012-04-11,1.105822,1.034282,1.089165,0.932188,1.099487
2012-04-12,1.120271,1.047796,1.098804,0.938732,1.113852
2012-04-13,1.106952,1.035339,1.092998,0.937744,1.100611
2012-04-16,1.106226,1.03466,1.092546,0.938061,1.09951
2012-04-17,1.122611,1.049985,1.101676,0.946903,1.09951
2012-04-18,1.118817,1.046437,1.098232,0.944888,1.094695
2012-04-19,1.111634,1.039718,1.094721,0.941638,1.09373
2012-04-20,1.113491,1.041454,1.097343,0.944656,1.09373
2012-04-23,1.104127,1.032697,1.092176,0.940818,1.083439
2012-04-24,1.108325,1.036623,1.093886,0.941628,1.087558
2012-04-25,1.123499,1.050816,1.104531,0.951973,1.102448
2012-04-26,1.131329,1.058139,1.11119,0.956523,1.110131
2012-04-27,1.133186,1.059875,1.115091,0.960904,1.108758
2012-04-30,1.128988,1.055949,1.112844,0.95787,1.10902
2012-05-01,1.136011,1.062518,1.115084,0.960202,1.108994
2012-05-02,1.132621,1.059347,1.115277,0.962882,1.109125
2012-05-03,1.123983,1.051269,1.108131,0.958285,1.108994
2012-05-04,1.105822,1.034282,1.099523,0.950035,1.109388
2012-05-07,1.10663,1.035038,1.100936,0.952614,1.109089
2012-05-08,1.10219,1.030885,1.095746,0.95255,1.10464
2012-05-09,1.095652,1.02477,1.091063,0.950764,1.098087
2012-05-10,1.097912,1.026884,1.09102,0.949432,1.100352
2012-05-11,1.094603,1.023789,1.090894,0.952677,1.097035
2012-05-14,1.082495,1.012464,1.083561,0.950127,1.0849
2012-05-15,1.07628,1.006651,1.079062,0.948699,1.078672
2012-05-16,1.072164,1.002801,1.074611,0.943978,1.074546
2012-05-17,1.056262,0.987928,1.069215,0.933713,1.058609
2012-05-18,1.047222,0.979473,1.064516,0.925973,1.049549
2012-05-21,1.065222,0.996308,1.078454,0.940674,1.067589
2012-05-22,1.067078,0.998045,1.073017,0.937434,1.06945
2012-05-23,1.067643,0.998573,1.074691,0.940652,1.070016
2012-05-24,1.069742,1.000536,1.073549,0.938804,1.068566
2012-05-25,1.066271,0.99729,1.074327,0.938329,1.069072
2012-05-29,1.079186,1.009369,1.079718,0.945788,1.068819
2012-05-30,1.063527,0.994723,1.076383,0.943636,1.069325
2012-05-31,1.061186,0.992534,1.078688,0.948297,1.069705
2012-06-01,1.034468,0.967545,1.075729,0.939661,1.069807
2012-06-04,1.033984,0.967092,1.073839,0.937414,1.068237
2012-06-05,1.041814,0.974415,1.077661,0.940967,1.076325
2012-06-06,1.065222,0.996308,1.088006,0.948834,1.100509
2012-06-07,1.065868,0.996913,1.082298,0.945798,1.099277
2012-06-08,1.074343,1.004839,1.089446,0.953232,1.099277
2012-06-11,1.060702,0.992081,1.079988,0.94218,1.099277
2012-06-12,1.072889,1.00348,1.086694,0.946099,1.098756
2012-06-13,1.066029,0.997064,1.085765,0.945436,1.098627
2012-06-14,1.077329,1.007633,1.092628,0.950793,1.098756
2012-06-15,1.088348,1.017938,1.100264,0.958446,1.099147
2012-06-18,1.090457,1.019911,1.10589,0.965812,1.098886
2012-06-19,1.101004,1.029776,1.107253,0.966251,1.098756
2012-06-20,1.099219,1.028106,1.106381,0.967944,1.098366
2012-06-21,1.074555,1.005038,1.087881,0.956379,1.098496
2012-06-22,1.08283,1.012778,1.089866,0.955533,1.098627
2012-06-25,1.065467,0.996538,1.085835,0.952413,1.079912
2012-06-26,1.070822,1.001546,1.086551,0.954218,1.085339
2012-06-27,1.080477,1.010577,1.091339,0.95792,1.095125
2012-06-28,1.077394,1.007693,1.088666,0.95864,1.092
2012-06-29,1.10425,1.032812,1.109653,0.972717,1.090908
2012-07-02,1.107577,1.035923,1.115567,0.98059,1.091244
2012-07-03,1.114879,1.042753,1.121921,0.982748,1.090986
2012-07-05,1.109848,1.038047,1.118274,0.982605,1.091374
2012-07-06,1.099301,1.028183,1.113148,0.982356,1.091762
2012-07-09,1.097921,1.026893,1.115128,0.984975,1.091762
2012-07-10,1.088348,1.017938,1.106317,0.978897,1.08115
2012-07-11,1.08851,1.01809,1.106861,0.977849,1.081311
2012-07-12,1.083236,1.013157,1.105378,0.978096,1.076072
2012-07-13,1.10141,1.030156,1.116833,0.986207,1.094126
2012-07-16,1.098814,1.027727,1.117246,0.987441,1.091547
2012-07-17,1.106359,1.034785,1.119258,0.989723,1.090327
2012-07-18,1.114554,1.042449,1.122128,0.992413,1.090585
2012-07-19,1.117475,1.045181,1.122759,0.991763,1.090843
2012-07-20,1.107252,1.035619,1.119723,0.989692,1.090973
2012-07-23,1.096055,1.025147,1.113436,0.985141,1.0911
2012-07-24,1.086643,1.016344,1.111489,0.984038,1.090843
2012-07-25,1.086887,1.016572,1.11364,0.982545,1.089996
2012-07-26,1.104818,1.033343,1.121783,0.986801,1.107978
2012-07-27,1.125183,1.05239,1.130244,0.991528,1.128402
2012-07-30,1.125183,1.05239,1.132654,0.995282,1.127807
2012-07-31,1.117313,1.04503,1.129764,0.99535,1.128076
2012-08-01,1.116339,1.044119,1.124742,0.991128,1.127888
2012-08-02,1.108631,1.036909,1.123264,0.99277,1.118972
2012-08-03,1.130619,1.057475,1.13546,0.996284,1.141165
2012-08-06,1.132809,1.059523,1.139245,0.998599,1.143376
2012-08-07,1.138489,1.064836,1.138739,0.993165,1.141691
2012-08-08,1.139868,1.066126,1.135811,0.989005,1.141286
2012-08-09,1.140842,1.067036,1.13688,0.988706,1.141286
2012-08-10,1.142708,1.068782,1.138052,0.991015,1.141556
2012-08-13,1.14214,1.06825,1.13756,0.991002,1.141691
2012-08-14,1.142303,1.068402,1.133585,0.985971,1.141421
2012-08-15,1.143601,1.069617,1.134263,0.98369,1.141015
2012-08-16,1.152039,1.077509,1.1408,0.987289,1.140881
2012-08-17,1.15358,1.07895,1.144895,0.990444,1.141015
2012-08-20,1.153662,1.079027,1.144557,0.990661,1.141015
2012-08-21,1.150173,1.075763,1.14432,0.99152,1.141015
2012-08-22,1.150659,1.076219,1.147901,0.998133,1.141691
2012-08-23,1.141248,1.067416,1.142797,0.995797,1.131211
2012-08-24,1.148144,1.073866,1.146759,0.998637,1.138047
2012-08-27,1.148387,1.074093,1.149893,1.002126,1.138288
2012-08-28,1.147251,1.073031,1.152061,1.00408,1.137162
2012-08-29,1.148144,1.073866,1.151873,1.002517,1.136025
2012-08-30,1.139868,1.066126,1.146278,1.000128,1.13616
2012-08-31,1.145304,1.07121,1.153796,1.008108,1.136832
2012-09-04,1.14425,1.070224,1.157556,1.009792,1.134648
2012-09-05,1.143276,1.069313,1.155268,1.007258,1.133683
2012-09-06,1.166481,1.091016,1.170282,1.012124,1.132012
2012-09-07,1.171024,1.095266,1.174409,1.010368,1.135289
2012-09-10,1.164371,1.089043,1.167304,1.00423,1.133885
2012-09-11,1.167617,1.092079,1.169519,1.002589,1.134153
2012-09-12,1.171511,1.095721,1.170987,1.000094,1.134019
2012-09-13,1.189361,1.112416,1.183775,1.007396,1.134422
2012-09-14,1.194635,1.117349,1.186056,1.003331,1.133885
2012-09-17,1.190578,1.113554,1.185312,1.006516,1.133885
2012-09-18,1.189604,1.112644,1.182966,1.005303,1.134019
2012-09-19,1.190253,1.113251,1.184114,1.006248,1.134019
2012-09-20,1.190334,1.113327,1.179362,1.001778,1.132962
2012-09-21,1.189837,1.112862,1.180416,1.002309,1.132488
2012-09-24,1.188043,1.111183,1.178449,1.001727,1.131489
2012-09-25,1.175399,1.099358,1.168447,0.995409,1.131222
